Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR26260947_1 - polya	(1, 0.01642061667087048)	(2, 0.044032523332751296)	(3, 0.056513890870163674)	(4, 0.08663693613059661)	(5, 0.09704249987935386)	(6, 0.10690124063519171)	(7, 0.11835797868101729)	(8, 0.13833559928641193)	(9, 0.17583279150961212)	(10, 0.2142537429635693)	(12, 0.23323858784395496)	(14, 0.2533436235156609)	(16, 0.2725540992426395)	(18, 0.28893224422473957)	(20, 0.30915142256001604)	(22, 0.3347512329663974)	(24, 0.35965556946916283)	(26, 0.39196325222072514)	(28, 0.41925396673627957)	(30, 0.4417321080180337)	(32, 0.46136995511326484)	(34, 0.48430732152984934)	(36, 0.5026099649093598)	(38, 0.5186908080700668)	(40, 0.5368262191750437)	(42, 0.5534777756536035)	(44, 0.5695081836838956)	(46, 0.5875055618003686)	(48, 0.601975135268347)	(50, 0.6154200792447386)	(52, 0.6296693308272205)	(54, 0.6469924708844628)	(56, 0.6633759248276592)	(58, 0.6786763507072093)	(60, 0.693129997291899)	(62, 0.7081463937527968)	(64, 0.7243387250965262)	(66, 0.7411522048885233)	(68, 0.7590434037830701)	(70, 0.7792254193906725)	(72, 0.8016584345031081)	(74, 0.8215272214060284)	(76, 0.8520351663459435)	(78, 0.8769660476541904)	(80, 0.8933495015973868)	(82, 0.9096904838518127)	(84, 0.9318527419483367)	(86, 0.955119263952892)	(88, 0.9731113331082688)	(90, 0.9928155422172037)	(92, 1.0104227116930984)	(94, 1.0355181707953307)	(96, 1.0577945715554253)	(98, 1.0779181885909683)	(100, 1.0979860615350001)	(102, 1.1214118523724448)	(104, 1.1429954337094714)	(106, 1.1642206601724978)	(108, 1.195113504791895)	(110, 1.2175173206183008)	(112, 1.234107824044253)	(114, 1.2492463266103657)	(116, 1.2658447934779624)	(118, 1.2832953486015162)	(120, 1.2971172288157455)	(122, 1.3090730092046237)	(124, 1.3237549411164542)	(126, 1.340873686171489)	(128, 1.3554096216531712)	(130, 1.3713683587086631)	(132, 1.389309992733625)	(134, 1.4074215135136685)	(136, 1.4245986571407623)	(138, 1.4396389439265935)
SRR26260947_1 - polyg	(1, 0.0)	(2, 0.008589899053821027)	(3, 0.01073471933672813)	(4, 0.013293638585147002)	(5, 0.013521923912288106)	(6, 0.014185544049326194)	(7, 0.014599643014837963)	(8, 0.015220791463105614)	(9, 0.016224185110307203)	(10, 0.016845333558574857)	(12, 0.017723966620013284)	(14, 0.01911225994669697)	(16, 0.021280970554537443)	(18, 0.02303027323576985)	(20, 0.025137930791002818)	(22, 0.02660320405358292)	(24, 0.02918601362693516)	(26, 0.032310337232110485)	(28, 0.03868639950877245)	(30, 0.04701085050777824)	(32, 0.05805348958809205)	(34, 0.0660461305185788)	(36, 0.07023224634301506)	(38, 0.07488820522447429)	(40, 0.07792758545210873)	(42, 0.0810837628238619)	(44, 0.08389485772435523)	(46, 0.08489825137155682)	(48, 0.08575564858861004)	(50, 0.08697670964076012)	(52, 0.08805442874330999)	(54, 0.08930468908148974)	(56, 0.0902868468843061)	(58, 0.0909610849435368)	(60, 0.0917415022246936)	(62, 0.09255377327242822)	(64, 0.09339524360619253)	(66, 0.09464550394437228)	(68, 0.09643462383382698)	(70, 0.09849184625864504)	(72, 0.10225589967592508)	(74, 0.11185715581859215)	(76, 0.11842168621417294)	(78, 0.12123012663411814)	(80, 0.12284670528794292)	(82, 0.12415270971763388)	(84, 0.12544013278348778)	(86, 0.12647803467781535)	(88, 0.1276274247551653)	(90, 0.12886972165170063)	(92, 0.1297616271158798)	(94, 0.13046771894168835)	(96, 0.1312932623921637)	(98, 0.13211615136209093)	(100, 0.13290718656544037)	(102, 0.13393181605702714)	(104, 0.1350307710039622)	(106, 0.13634739335584578)	(108, 0.13749147447209947)	(110, 0.1389832925401611)	(112, 0.140671542168786)	(114, 0.14235448283631458)	(116, 0.14453115688579954)	(118, 0.1465936882717139)	(120, 0.14860843900776155)	(122, 0.15092049156520226)	(124, 0.15348737425526557)	(126, 0.15578084544886922)	(128, 0.157798250665465)	(130, 0.15965107808807533)	(132, 0.161543722718908)	(134, 0.16361156306591867)	(136, 0.16559446003538847)	(138, 0.16769149966842883)
SRR26260947_2 - nextera_transposase_sequence	(1, 0.0021819830105812375)	(2, 0.002203218854966456)	(3, 0.002208527816062761)	(4, 0.00222976366044798)	(5, 0.00222976366044798)	(6, 0.002245690543736894)	(7, 0.002261617427025808)	(8, 0.002266926388122113)	(9, 0.0022722353492184173)	(10, 0.002282853271411027)	(12, 0.002317361518537007)	(14, 0.002349215285114836)	(16, 0.0023518697656629882)	(18, 0.002359833207307445)	(20, 0.00236514216840375)	(22, 0.0023784145711445116)	(24, 0.0024129228182704922)	(26, 0.002436813143203863)	(28, 0.002468666909781692)	(30, 0.0025058296374558245)	(32, 0.002564228209515177)	(34, 0.0026544805481523567)	(36, 0.0027818956144636696)	(38, 0.002922583083515745)	(40, 0.0029809816555750965)	(42, 0.003057961591471515)	(44, 0.0031588318523013046)	(46, 0.0033419910101238175)	(48, 0.0035145322457537202)	(50, 0.0036313293898724243)	(52, 0.0037321996507022137)	(54, 0.00384103335317646)	(56, 0.003968448419487774)	(58, 0.004119753810732457)	(60, 0.004294949526910513)	(62, 0.00445952732089596)	(64, 0.0046241051148814055)	(66, 0.0048603538836669655)	(68, 0.005085984730259915)	(70, 0.005332851421238085)	(72, 0.0057018242174312625)	(74, 0.006060179091431831)	(76, 0.006413225004336094)	(78, 0.0069414666334184135)	(80, 0.007451126898663665)	(82, 0.008093511191316537)	(84, 0.008937636005628986)	(86, 0.009818923547615568)	(88, 0.010851516480846833)	(90, 0.012133630585604422)	(92, 0.013644030017503115)	(94, 0.015268572112972357)	(96, 0.017126708496679008)	(98, 0.019377708001512204)	(100, 0.021761431533753022)	(102, 0.02454598162876484)	(104, 0.027683577636680928)	(106, 0.03108662169941225)	(108, 0.03473122349202543)	(110, 0.038341317037512646)	(112, 0.04245841636769694)	(114, 0.04684096375269649)	(116, 0.05149692263415572)	(118, 0.056513890870163674)	(120, 0.06167685553632001)	(122, 0.06734151702607713)	(124, 0.07300617851583427)	(126, 0.07881949091628793)	(128, 0.08481861695511225)	(130, 0.09102744695724062)	(132, 0.09738227338951735)	(134, 0.10242578643100683)	(136, 0.1045626432722695)	(138, 0.10466616801364743)
SRR26260947_2 - polya	(1, 0.035076305963285245)	(2, 0.045949058288517294)	(3, 0.04927246793480405)	(4, 0.05838264517606293)	(5, 0.062396219764869296)	(6, 0.06664869760300937)	(7, 0.07124625791240925)	(8, 0.0813173571120993)	(9, 0.09812021898190372)	(10, 0.11625297560633246)	(12, 0.1256949629161104)	(14, 0.14132454438363146)	(16, 0.1689523779288012)	(18, 0.18766381131272716)	(20, 0.20686366911751317)	(22, 0.22731113277993076)	(24, 0.24152056715419035)	(26, 0.2583552827905726)	(28, 0.2712295134491115)	(30, 0.28255087298698134)	(32, 0.29229281659870043)	(34, 0.30389024211357807)	(36, 0.31445242021467634)	(38, 0.3240881846044694)	(40, 0.3372039729928902)	(42, 0.3474768127142398)	(44, 0.3594060482976365)	(46, 0.37367122676340725)	(48, 0.3872011141173398)	(50, 0.40185384674314084)	(52, 0.4156067104631182)	(54, 0.43601701139786164)	(56, 0.4515138688379752)	(58, 0.4643243919633584)	(60, 0.4768216863840597)	(62, 0.4881828631301518)	(64, 0.5033718008266795)	(66, 0.5212046011491671)	(68, 0.5390347469911065)	(70, 0.5643744183037689)	(72, 0.5855040834670617)	(74, 0.6001780519372478)	(76, 0.6174135941364012)	(78, 0.6311133682454154)	(80, 0.641699436671447)	(82, 0.653023450689865)	(84, 0.6723878862886364)	(86, 0.6942926597719896)	(88, 0.7093010927912431)	(90, 0.7269560429170044)	(92, 0.7431032480914153)	(94, 0.7666856532812008)	(96, 0.782737297155878)	(98, 0.7948788911831269)	(100, 0.8056321918836922)	(102, 0.8179436726660227)	(104, 0.8305391828670057)	(106, 0.8424365646838246)	(108, 0.8580900364762789)	(110, 0.8713544757753964)	(112, 0.8826174367412067)	(114, 0.8933840098445127)	(116, 0.9067811731710377)	(118, 0.9204066218247038)	(120, 0.9314811146715953)	(122, 0.940673580809847)	(124, 0.9512702671580713)	(126, 0.963775525020417)	(128, 0.9744836995516635)	(130, 0.9867659810479645)	(132, 1.000991342305513)	(134, 1.0161086090272407)	(136, 1.0296411508617214)	(138, 1.0412332674155027)
SRR26260947_2 - polyg	(1, 0.05052538275353196)	(2, 0.057161584123912854)	(3, 0.05896132193556015)	(4, 0.06563999499471147)	(5, 0.06665931552520199)	(6, 0.06816706047655252)	(7, 0.06965887854461415)	(8, 0.07093833816882358)	(9, 0.07283894624130068)	(10, 0.07520674289025257)	(12, 0.07784795103566416)	(14, 0.07973794118594865)	(16, 0.08219068121244143)	(18, 0.08332414440650249)	(20, 0.08442044487288941)	(22, 0.08539729371460947)	(24, 0.08640865080345553)	(26, 0.0872341942539309)	(28, 0.0882428968622288)	(30, 0.08908171271544493)	(32, 0.09022844831224676)	(34, 0.09173353878304914)	(36, 0.09260951736393942)	(38, 0.09349080490592601)	(40, 0.09434023868133476)	(42, 0.09531708752305482)	(44, 0.09628331844258228)	(46, 0.0972070776733393)	(48, 0.09827683333424471)	(50, 0.09919793808445357)	(52, 0.10034201920070723)	(54, 0.10140381141996818)	(56, 0.10251869325019217)	(58, 0.10360437579438649)	(60, 0.10510150282354441)	(62, 0.10685080550477682)	(64, 0.10920532975098796)	(66, 0.11207482322354065)	(68, 0.11440545714481842)	(70, 0.11675732691048141)	(72, 0.11918086765094452)	(74, 0.12191498261554144)	(76, 0.12533660804210983)	(78, 0.13610052666486763)	(80, 0.14735817866958179)	(82, 0.1511620492950841)	(84, 0.1545173127079487)	(86, 0.1569355444873155)	(88, 0.15940155691654903)	(90, 0.1623613027277389)	(92, 0.16485916892355026)	(94, 0.16756939356321382)	(96, 0.17043092359412204)	(98, 0.17281464712636288)	(100, 0.175238187866826)	(102, 0.17769092789331875)	(104, 0.18040646149407863)	(106, 0.1831538488614163)	(108, 0.18598352512574673)	(110, 0.18861411534896572)	(112, 0.19178356512345962)	(114, 0.19658286595451907)	(116, 0.20003369066711715)	(118, 0.20304652608927007)	(120, 0.2062876468385641)	(122, 0.20954469447114704)	(124, 0.21328751204404187)	(126, 0.21740461137422618)	(128, 0.2216039996014032)	(130, 0.22523798347182378)	(132, 0.22892771143375557)	(134, 0.2331085182970955)	(136, 0.23734772373249485)	(138, 0.24232222027973233)
SRR26260948_1 - nextera_transposase_sequence	(1, 0.015239300118026393)	(2, 0.015332274217470814)	(3, 0.015336500312900106)	(4, 0.015340726408329397)	(5, 0.015340726408329397)	(6, 0.01534495250375869)	(7, 0.01534917859918798)	(8, 0.015353404694617273)	(9, 0.015366082980905148)	(10, 0.015370309076334441)	(12, 0.01540623088748342)	(14, 0.015425248316915234)	(16, 0.015440039650917756)	(18, 0.0154696223189228)	(20, 0.01549920498692784)	(22, 0.015564709466081865)	(24, 0.015710509758392433)	(26, 0.01595562329329136)	(28, 0.016435285124515985)	(30, 0.016938190480601717)	(32, 0.017597461367571243)	(34, 0.018455358739717487)	(36, 0.019146325342406706)	(38, 0.019830952801951983)	(40, 0.020477545402633635)	(42, 0.021400947253933905)	(44, 0.022288427294085193)	(46, 0.023114628950511747)	(48, 0.024025352515524137)	(50, 0.024898041221672905)	(52, 0.02573480811667269)	(54, 0.026413096433074032)	(56, 0.027186471896634437)	(58, 0.02792815164447516)	(60, 0.028969884167795598)	(62, 0.030024294977403915)	(64, 0.031402002087353054)	(66, 0.03272265690900676)	(68, 0.03446592127358964)	(70, 0.03639724688477601)	(72, 0.03863919051001534)	(74, 0.0410945519544339)	(76, 0.04408874056608717)	(78, 0.04745059948008884)	(80, 0.05149708585363578)	(82, 0.056092964632990655)	(84, 0.06121076619786308)	(86, 0.0672900044728994)	(88, 0.07384045238830175)	(90, 0.0822440431494486)	(92, 0.09063495562430755)	(94, 0.09998730480933041)	(96, 0.1106434044342898)	(98, 0.12227995819884489)	(100, 0.13490330524613964)	(102, 0.14876067215878758)	(104, 0.16428312067057654)	(106, 0.18055781416877942)	(108, 0.1976735006574114)	(110, 0.21609505063369455)	(112, 0.2351737584492326)	(114, 0.2552963118358057)	(116, 0.2768832072886285)	(118, 0.2989603298112491)	(120, 0.32120438310332666)	(122, 0.343754828314028)	(124, 0.3669666574594134)	(126, 0.3909497490206446)	(128, 0.41477436200327744)	(130, 0.4389772105268318)	(132, 0.46349279011215383)	(134, 0.47749595731711236)	(136, 0.4829962205183357)	(138, 0.4833976995841184)
SRR26260948_1 - polya	(1, 0.019389325829590985)	(2, 0.04934811632784088)	(3, 0.06261805597581727)	(4, 0.09409401473318293)	(5, 0.10445217463037725)	(6, 0.11397356763257177)	(7, 0.12518962490191232)	(8, 0.14650605024726038)	(9, 0.18602004251113916)	(10, 0.22418802338078844)	(12, 0.24189958932495056)	(14, 0.26143682849456673)	(16, 0.2814368251136904)	(18, 0.2984468592165901)	(20, 0.31900681348009496)	(22, 0.34617215489958286)	(24, 0.37255144256922257)	(26, 0.4059481616992014)	(28, 0.4343918969860502)	(30, 0.45722971668594325)	(32, 0.4765767815612414)	(34, 0.49948010574028856)	(36, 0.5184637264086676)	(38, 0.534131975212767)	(40, 0.553138839406007)	(42, 0.5700622385526062)	(44, 0.5868525156931828)	(46, 0.6059734844630137)	(48, 0.6210754364795881)	(50, 0.6353765434123118)	(52, 0.6502122514168407)	(54, 0.6684098183353715)	(56, 0.6849739993704809)	(58, 0.7006295698882925)	(60, 0.7149581464413064)	(62, 0.7297051064418203)	(64, 0.7463305658606545)	(66, 0.7637463051247662)	(68, 0.781590993074951)	(70, 0.8017536943681024)	(72, 0.8238582865110133)	(74, 0.8433300212014756)	(76, 0.8710363028359129)	(78, 0.8943157495081671)	(80, 0.9099797722168372)	(82, 0.9265080314407976)	(84, 0.9477103522095549)	(86, 0.969050021079764)	(88, 0.9860325855623733)	(90, 1.0053331633879492)	(92, 1.0224065889222882)	(94, 1.046028349324315)	(96, 1.0682554982346755)	(98, 1.0880737727503396)	(100, 1.1072179850450317)	(102, 1.1285851235355313)	(104, 1.1490161818884426)	(106, 1.1684900296266194)	(108, 1.1957251016206907)	(110, 1.21610967292388)	(112, 1.2312285293221716)	(114, 1.2448640262247817)	(116, 1.259714525563313)	(118, 1.2753045916019707)	(120, 1.2881138868481543)	(122, 1.2996764839426969)	(124, 1.312219535176835)	(126, 1.3278370708357832)	(128, 1.3407372271336964)	(130, 1.3552855606490335)	(132, 1.3720314637876025)	(134, 1.3890795327493657)	(136, 1.4047160858377457)	(138, 1.4180620952034493)
SRR26260948_1 - polyg	(1, 0.0)	(2, 0.01853142845744474)	(3, 0.023057576662216306)	(4, 0.031391436848779826)	(5, 0.031788689819133256)	(6, 0.03365239790345096)	(7, 0.0346159476613295)	(8, 0.03530057512087478)	(9, 0.03677125633026834)	(10, 0.037635492845558526)	(12, 0.03873216460945976)	(14, 0.039756992751063036)	(16, 0.041132586813297525)	(18, 0.04217009324118867)	(20, 0.043216051859938404)	(22, 0.044693072212475905)	(24, 0.04617220561272806)	(26, 0.04743580814608631)	(28, 0.04904806355236115)	(30, 0.05059692752719662)	(32, 0.051917582348850314)	(34, 0.052807175436716244)	(36, 0.053426298417107505)	(38, 0.0541299433060846)	(40, 0.0546962400936097)	(42, 0.055099832207107076)	(44, 0.055594285372334226)	(46, 0.05587320767066749)	(48, 0.056126773396424995)	(50, 0.056416260933331484)	(52, 0.056695183231664746)	(54, 0.05697410552999801)	(56, 0.05729951487805348)	(58, 0.05762492422610895)	(60, 0.0580137250056038)	(62, 0.05843844759624763)	(64, 0.05900685743148738)	(66, 0.060297929585136044)	(68, 0.06194399375484522)	(70, 0.06502059122736968)	(72, 0.0709941771166737)	(74, 0.08828524656562128)	(76, 0.09569993099631383)	(78, 0.09733120383202049)	(80, 0.09811091843872483)	(82, 0.0987448327531186)	(84, 0.09920336410719677)	(86, 0.0996787998429921)	(88, 0.10015846167421673)	(90, 0.10059374950343378)	(92, 0.10094028932863572)	(94, 0.10131852486955734)	(96, 0.10167774298104715)	(98, 0.1022186831959965)	(100, 0.10302375437527661)	(102, 0.10398307803772584)	(104, 0.10496775827275084)	(106, 0.10629263918983384)	(108, 0.10772105944493449)	(110, 0.1090374881711589)	(112, 0.11044477794911309)	(114, 0.11185206772706727)	(116, 0.11344107960848099)	(118, 0.11523717016593002)	(120, 0.1169656431965104)	(122, 0.11885682090111849)	(124, 0.12074165946258267)	(126, 0.12247224554087767)	(128, 0.12424086647803631)	(130, 0.12601582655833887)	(132, 0.1276914733960531)	(134, 0.12967773824782025)	(136, 0.1320063168293601)	(138, 0.13441519122405643)
SRR26260948_2 - nextera_transposase_sequence	(1, 0.0027723186016154503)	(2, 0.0028526144147719952)	(3, 0.0028526144147719952)	(4, 0.002861066605630579)	(5, 0.002861066605630579)	(6, 0.0029033275599234976)	(7, 0.002907553655352789)	(8, 0.0029117797507820812)	(9, 0.002924458037069957)	(10, 0.0029350232756431864)	(12, 0.002970945086792167)	(14, 0.002983623373080043)	(16, 0.002998414707082564)	(18, 0.0030258843273729607)	(20, 0.003034336518231545)	(22, 0.003051240899948712)	(24, 0.003072371377095171)	(26, 0.003116745379102736)	(28, 0.003184362905971405)	(30, 0.0032477543374107827)	(32, 0.003359745866287017)	(34, 0.0036957204529157184)	(36, 0.004185947522713573)	(38, 0.004610670113357402)	(40, 0.004826200980251287)	(42, 0.0050036969882815445)	(44, 0.005278393191185515)	(46, 0.005899629219291416)	(48, 0.006375064955086748)	(50, 0.006670891635137177)	(52, 0.006865292024884602)	(54, 0.007131536036929988)	(56, 0.00743158881240971)	(58, 0.007676702347308636)	(60, 0.007923928929922209)	(62, 0.00827046875512414)	(64, 0.008597991150894258)	(66, 0.009005809359820921)	(68, 0.00945166242761121)	(70, 0.010106707219151446)	(72, 0.01079978686955531)	(74, 0.011450605565666253)	(76, 0.012095085118633261)	(78, 0.012955095538494152)	(80, 0.013880610437509065)	(82, 0.015074482396284011)	(84, 0.016428945981372046)	(86, 0.0178024269958919)	(88, 0.01929423868243192)	(90, 0.021111459717027412)	(92, 0.0230618027576456)	(94, 0.02512413732714002)	(96, 0.027602742296419687)	(98, 0.030406756613754825)	(100, 0.03330163198281974)	(102, 0.03638668164620278)	(104, 0.03989856694794431)	(106, 0.04387109665147865)	(108, 0.04862334096171732)	(110, 0.05312624564162778)	(112, 0.05807922948475783)	(114, 0.06300685675531212)	(116, 0.06825566727849258)	(118, 0.07374325219342806)	(120, 0.07954145512241646)	(122, 0.08534388414683416)	(124, 0.09134071356099929)	(126, 0.09739248221574522)	(128, 0.10397673889458191)	(130, 0.11073637853373422)	(132, 0.11707974777310128)	(134, 0.12210246219081464)	(136, 0.1242683360983267)	(138, 0.12434440581605395)
SRR26260948_2 - polya	(1, 0.03800950229105086)	(2, 0.050235596367992165)	(3, 0.053903847200617486)	(4, 0.0649339562710692)	(5, 0.06937558256725493)	(6, 0.0735889997102589)	(7, 0.0783010961139193)	(8, 0.09019332865194656)	(9, 0.10938402799636082)	(10, 0.1297347905361157)	(12, 0.14028946387077207)	(14, 0.1585757787933179)	(16, 0.18920017932168126)	(18, 0.20934597623311546)	(20, 0.22982774773117842)	(22, 0.25139139965914004)	(24, 0.26727306628241876)	(26, 0.28555092901410606)	(28, 0.29963861812765036)	(30, 0.312280982604377)	(32, 0.3232878481499676)	(34, 0.3363211264539036)	(36, 0.3476956623018426)	(38, 0.35897088490719326)	(40, 0.3737896885300051)	(42, 0.38541145096055773)	(44, 0.39874055594454416)	(46, 0.4153237544090853)	(48, 0.43091593349545765)	(50, 0.44666659116042834)	(52, 0.46242781406397226)	(54, 0.48565020844793094)	(56, 0.5027933645568533)	(58, 0.5175677941776575)	(60, 0.5312265346051288)	(62, 0.5439111600361484)	(64, 0.5615276388331514)	(66, 0.5819417928043455)	(68, 0.6008916047092903)	(70, 0.6283379814748262)	(72, 0.6520400376900095)	(74, 0.6677547735438312)	(76, 0.6867278289736369)	(78, 0.7014388671630019)	(80, 0.7128472117743752)	(82, 0.7251176798533241)	(84, 0.7463664876718035)	(86, 0.7707996583962542)	(88, 0.7869581342701516)	(90, 0.8062925208591618)	(92, 0.8229348846597131)	(94, 0.8475561166307674)	(96, 0.8643273763419121)	(98, 0.876895784148626)	(100, 0.8882386242808453)	(102, 0.9008936670438598)	(104, 0.9139818845883766)	(106, 0.9261551524724518)	(108, 0.9415529311690766)	(110, 0.9550785495905252)	(112, 0.9655423618734518)	(114, 0.9765534535144718)	(116, 0.9898529758304531)	(118, 1.003524394544212)	(120, 1.0142924856980478)	(122, 1.0234208518253183)	(124, 1.0338635336310984)	(126, 1.0458381750299968)	(128, 1.0557589340502593)	(130, 1.066396016245787)	(132, 1.0788883543347736)	(134, 1.0919998154041517)	(136, 1.103885708799035)	(138, 1.114072711831343)
SRR26260948_2 - polyg	(1, 0.06195878508884774)	(2, 0.073069189972456)	(3, 0.07574008228376845)	(4, 0.08119174538755493)	(5, 0.08256945249750407)	(6, 0.08412042952005418)	(7, 0.0856629543517457)	(8, 0.08676596525879086)	(9, 0.08810141141444709)	(10, 0.08989327587646684)	(12, 0.0920401323545471)	(14, 0.0943179977909354)	(16, 0.09579924423890218)	(18, 0.09716427306256345)	(20, 0.09872370227597216)	(22, 0.0997104955587118)	(24, 0.10065080179172922)	(26, 0.10165238640847139)	(28, 0.10309982409300385)	(30, 0.10400632156258696)	(32, 0.10639829157556613)	(34, 0.10893817492857052)	(36, 0.10972000258298953)	(38, 0.11036659518367117)	(40, 0.11114630979037551)	(42, 0.11205069421224398)	(44, 0.11279660005551398)	(46, 0.1135108101830643)	(48, 0.11436236841206662)	(50, 0.11505544806247048)	(52, 0.11583727571688947)	(54, 0.11676067756818974)	(56, 0.11764815760834102)	(58, 0.11844055050133324)	(60, 0.11926041301461587)	(62, 0.12017747572277221)	(64, 0.12109031233549925)	(66, 0.12224614943541055)	(68, 0.12339353434446329)	(70, 0.12425777085975347)	(72, 0.12531429471707645)	(74, 0.12620811390037165)	(76, 0.12750975129259356)	(78, 0.14145586620925665)	(80, 0.15410668287684176)	(82, 0.15594503438858373)	(84, 0.1575678550334318)	(86, 0.15907445805397435)	(88, 0.16063600031509767)	(90, 0.16211090761992053)	(92, 0.1636006062587459)	(94, 0.16519173118787428)	(96, 0.1665314034389598)	(98, 0.16804857169807558)	(100, 0.16977704472865593)	(102, 0.1713808479440722)	(104, 0.17318539069237981)	(106, 0.17506177706298537)	(108, 0.17718116392077526)	(110, 0.1795350990748908)	(112, 0.18306177571063487)	(114, 0.19066874748336016)	(116, 0.19540831350731097)	(118, 0.1987363636578783)	(120, 0.20207075295158955)	(122, 0.2054769858675988)	(124, 0.20979394234862042)	(126, 0.21450392570456617)	(128, 0.2186729688455626)	(130, 0.2222228890061677)	(132, 0.22546853029586386)	(134, 0.22884518054386804)	(136, 0.23261485766679638)	(138, 0.23659161346576002)
