Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
SRR27961789_2 - polyg	(1, 0.2529631045500614)	(2, 0.2556162188328112)	(3, 0.2572830452781075)	(4, 0.2578748179805796)	(5, 0.25861453385866967)	(6, 0.259413427007007)	(7, 0.26053779514170394)	(8, 0.26280625716784684)	(9, 0.266001829761196)	(10, 0.2686746698006949)	(11, 0.2709924462187105)	(12, 0.27294529613686835)	(13, 0.2761803202437157)	(14, 0.2780739928916263)	(15, 0.27984931099904253)	(16, 0.2816838063767059)	(17, 0.28311392374101346)	(18, 0.2847610244295607)	(19, 0.2864475766316061)	(20, 0.2877790652121683)	(21, 0.2891697310629776)	(22, 0.29046176813004165)	(23, 0.29197078852134545)	(24, 0.2933910430072784)	(25, 0.29462390280409523)	(26, 0.29583703684416296)	(27, 0.2971882511814742)	(28, 0.29922986700500287)	(29, 0.3007586131530557)	(30, 0.3022676335443595)	(31, 0.30394432286803036)	(32, 0.305561834921454)	(33, 0.30737660454236837)	(34, 0.3092801400686535)	(35, 0.31117381271656414)	(36, 0.3133830974724599)	(37, 0.31516827845825063)	(38, 0.3187780919433303)	(39, 0.32092819942897877)	(40, 0.3234826849279832)	(41, 0.32754619081829145)	(42, 0.3303472482766593)	(43, 0.33308912846477984)	(44, 0.3353082760990501)	(45, 0.3373301661658297)	(46, 0.33962821682709626)	(47, 0.3416994212857485)	(48, 0.34381007725789886)	(49, 0.34559525824368964)	(50, 0.34742975362135303)	(51, 0.3492445232422674)	(52, 0.350842309538942)	(53, 0.3528740624840961)	(54, 0.355694845699213)	(55, 0.3573813979012584)	(56, 0.3593243849410417)	(57, 0.36139558939969396)	(58, 0.3633583021962263)	(59, 0.36516320893876614)	(60, 0.3671555103704221)	(61, 0.3690689087750818)	(62, 0.37079491249062535)	(63, 0.3733000835977571)	(64, 0.3757559403130162)	(65, 0.3780539909742827)
SRR27961790_1 - polya	(1, 0.02394297219350275)	(2, 0.027054278205813534)	(3, 0.028731566632203297)	(4, 0.03170203163161112)	(5, 0.03391707665272127)	(6, 0.036004084389374184)	(7, 0.03900015684567346)	(8, 0.046861646111347625)	(9, 0.05673332074300036)	(10, 0.06459481000867452)	(11, 0.06672022893066461)	(12, 0.06940901190426653)	(13, 0.07294284095528618)	(14, 0.07792349132067258)	(15, 0.08515759789250629)	(16, 0.09374889967958669)	(17, 0.09843506429072146)	(18, 0.10240422010889572)	(19, 0.10634776847017852)	(20, 0.1110979517235419)	(21, 0.11565607905021942)	(22, 0.12113607482498903)	(23, 0.12563018350943794)	(24, 0.12990662881030957)	(25, 0.13395260699915815)	(26, 0.14222381557509547)	(27, 0.14742212932405915)	(28, 0.1526844617152515)	(29, 0.1571273554859175)	(30, 0.16105810011875457)	(31, 0.16491202238091732)	(32, 0.16849706634571987)	(33, 0.17297837130172306)	(34, 0.17698593830523449)	(35, 0.18030210397267685)	(36, 0.18401518522193663)	(37, 0.18745938817383623)	(38, 0.19080116129817)	(39, 0.19396368222426372)	(40, 0.19989180849463364)	(41, 0.20388657176969935)	(42, 0.20776610148875352)	(43, 0.2112487156259903)	(44, 0.21510263788815304)	(45, 0.2208387082318371)	(46, 0.22508954607581727)	(47, 0.2292123466353402)	(48, 0.23325832482418882)	(49, 0.2370994433579058)	(50, 0.24142710357256034)	(51, 0.2448585027960142)	(52, 0.24926298538134306)	(53, 0.25538316757839885)	(54, 0.2615545646892375)	(55, 0.2661895143865894)	(56, 0.2700690441056436)	(57, 0.27439670432029806)	(58, 0.27810978556955784)	(59, 0.2820277264739492)	(60, 0.2857152002663175)	(61, 0.2898892157396234)	(62, 0.2941144461267121)	(63, 0.2980707982164406)	(64, 0.3024240658879866)	(65, 0.3078016318351904)
SRR27961790_1 - polyg	(1, 0.002176633835772977)	(2, 0.003866725990608465)	(3, 0.004238034115534444)	(4, 0.004929435451603507)	(5, 0.006004948641044272)	(6, 0.0074517699554110155)	(7, 0.008821768899103419)	(8, 0.010934384092647778)	(9, 0.014263353488535862)	(10, 0.016568024608766073)	(11, 0.01859101370319037)	(12, 0.020281105858025856)	(13, 0.022355309866233047)	(14, 0.02440390641754879)	(15, 0.026465306697310256)	(16, 0.028283436136602978)	(17, 0.030268014045690104)	(18, 0.031932498743634144)	(19, 0.03386586173893838)	(20, 0.03545352406620808)	(21, 0.03687473792368338)	(22, 0.0386928673629761)	(23, 0.04019090359112574)	(24, 0.042047444215755625)	(25, 0.043532676715459545)	(26, 0.04529959124096937)	(27, 0.04698968339580486)	(28, 0.04896145757644626)	(29, 0.05085640938641332)	(30, 0.05261052018347743)	(31, 0.05427500488142147)	(32, 0.05629799397584576)	(33, 0.05816733832892138)	(34, 0.0603695796215858)	(35, 0.06295593276762193)	(36, 0.06528621134474359)	(37, 0.06778293839165965)	(38, 0.07100947795998194)	(39, 0.0733397565371036)	(40, 0.07551639037287658)	(41, 0.07812835097580416)	(42, 0.08035619972536003)	(43, 0.08285292677227608)	(44, 0.08500395315115762)	(45, 0.08755189511185657)	(46, 0.09031750045613282)	(47, 0.09324955427020348)	(48, 0.09584871114468534)	(49, 0.09852469038984152)	(50, 0.10127749200567206)	(51, 0.10414552717751409)	(52, 0.10682150642267028)	(53, 0.11004804599099258)	(54, 0.1140043980807211)	(55, 0.11715411527836907)	(56, 0.12091841144141174)	(57, 0.12420896965196265)	(58, 0.1272434532935991)	(59, 0.13034195557746417)	(60, 0.13361971005956935)	(61, 0.13757606214929788)	(62, 0.14096905018741457)	(63, 0.14482297244957731)	(64, 0.14876652081086011)	(65, 0.15319661085308042)
SRR27961790_2 - polya	(1, 0.06610564996526988)	(2, 0.07035648780925005)	(3, 0.07243069181745725)	(4, 0.07643825882096866)	(5, 0.07901180823855906)	(6, 0.08209750679397841)	(7, 0.08601544769836976)	(8, 0.0956694589464452)	(9, 0.1065014132115272)	(10, 0.11633467665784276)	(11, 0.11989411316575387)	(12, 0.12355597950123076)	(13, 0.12825494784081123)	(14, 0.1349512978179246)	(15, 0.14455409415221712)	(16, 0.154835488094133)	(17, 0.16037950251113123)	(18, 0.16601314302724954)	(19, 0.17196687675451092)	(20, 0.17893210502898443)	(21, 0.1855900438207606)	(22, 0.19293938394860582)	(23, 0.19984059358085074)	(24, 0.20593516832101508)	(25, 0.2122474064447567)	(26, 0.22361711730455908)	(27, 0.23055673812214117)	(28, 0.2378036484224206)	(29, 0.24391102689103067)	(30, 0.2496214897778233)	(31, 0.2548966258974613)	(32, 0.260466247771351)	(33, 0.26617671065814363)	(34, 0.2726041823378968)	(35, 0.27767445880240327)	(36, 0.28262950171089823)	(37, 0.2874949185202731)	(38, 0.2926036061701167)	(39, 0.29763547144928604)	(40, 0.30493359666334835)	(41, 0.3106952744639239)	(42, 0.31598321431200765)	(43, 0.32166806974190887)	(44, 0.3271864767020156)	(45, 0.33485591004100396)	(46, 0.3408480549536025)	(47, 0.34668655512485236)	(48, 0.3525506627529937)	(49, 0.3579410324286432)	(50, 0.3639971959834704)	(51, 0.3700277520814061)	(52, 0.37744111085147997)	(53, 0.3865957766901722)	(54, 0.3996171685194729)	(55, 0.4397824646537072)	(56, 0.48952494966534255)	(57, 0.5455028504300452)	(58, 0.6997365632872292)	(59, 0.9711115876943366)	(60, 1.111952600597294)	(61, 1.1538592038001465)	(62, 1.1666373247889785)	(63, 1.1733464784945375)	(64, 1.1790953525666674)	(65, 1.1858301137291178)
SRR27961790_2 - polyg	(1, 1.032889577444952)	(2, 1.0347589217980275)	(3, 1.0366154624226576)	(4, 1.0377165830689896)	(5, 1.0386000403317446)	(6, 1.0398163945340884)	(7, 1.041404056861358)	(8, 1.0450019045546064)	(9, 1.0512245165792278)	(10, 1.0566020825264317)	(11, 1.0619924522020812)	(12, 1.0667298317269989)	(13, 1.0768447771991203)	(14, 1.0807627181035118)	(15, 1.0834771085340051)	(16, 1.0859226206671382)	(17, 1.08825289924426)	(18, 1.0900454212266613)	(19, 1.0917099059246052)	(20, 1.0936560726483553)	(21, 1.0955382207298765)	(22, 1.097458779996735)	(23, 1.0995201802764965)	(24, 1.1011846649744406)	(25, 1.1026570937456988)	(26, 1.1040014852324997)	(27, 1.1058068109433468)	(28, 1.1082139118911427)	(29, 1.1100448450588811)	(30, 1.1117861521274994)	(31, 1.1136811039374666)	(32, 1.1155248408336507)	(33, 1.1179575492383382)	(34, 1.1198909122336425)	(35, 1.12223399453921)	(36, 1.1244362358318742)	(37, 1.1268561405081159)	(38, 1.131017352252976)	(39, 1.1342694992781899)	(40, 1.138571552035953)	(41, 1.1454471542113063)	(42, 1.1495059361286006)	(43, 1.153526306860558)	(44, 1.1569705098124574)	(45, 1.1598641524411908)	(46, 1.1623608794881068)	(47, 1.1649344289056973)	(48, 1.167636015607745)	(49, 1.1699534904564208)	(50, 1.1724374137748912)	(51, 1.174575636425327)	(52, 1.1767778777179916)	(53, 1.1795690905191591)	(54, 1.18268039653147)	(55, 1.184434507328534)	(56, 1.1867647859056558)	(57, 1.189159083125006)	(58, 1.1915789878012477)	(59, 1.1939092663783695)	(60, 1.1960218815719137)	(61, 1.1980192632094466)	(62, 1.2003751492434598)	(63, 1.2033456142428676)	(64, 1.2064441165267326)	(65, 1.2093633666123575)
SRR27961791_1 - polya	(1, 0.01585182216033664)	(2, 0.019124334372434777)	(3, 0.020628176689555022)	(4, 0.023437240640402264)	(5, 0.025149161768696377)	(6, 0.027135368602628773)	(7, 0.029802560636766562)	(8, 0.037350146605709664)	(9, 0.046751525619656335)	(10, 0.05430856971638007)	(11, 0.05657852038373138)	(12, 0.058782264156618275)	(13, 0.06308571229680512)	(14, 0.06809852002053927)	(15, 0.07560827347835986)	(16, 0.0839787165642178)	(17, 0.08809300214879205)	(18, 0.09286935667801043)	(19, 0.09684177034587522)	(20, 0.10211940564746702)	(21, 0.10736866656571692)	(22, 0.11282600629514068)	(23, 0.11748886329099151)	(24, 0.12162206513112701)	(25, 0.12603901080468144)	(26, 0.13387034060704345)	(27, 0.13862777888070058)	(28, 0.1432338871098676)	(29, 0.14748058648337067)	(30, 0.15115979819003592)	(31, 0.15496196555784936)	(32, 0.15873575854232091)	(33, 0.1626135909323794)	(34, 0.1668413740503212)	(35, 0.17064354141813465)	(36, 0.17464432946934133)	(37, 0.17784117665919444)	(38, 0.18169063466591104)	(39, 0.18554955080040825)	(40, 0.1912811762354703)	(41, 0.1953481711811414)	(42, 0.1993205848490062)	(43, 0.2030470871945746)	(44, 0.2069627520957556)	(45, 0.21235388493071497)	(46, 0.2169978256710045)	(47, 0.22153772700570712)	(48, 0.22546285003466876)	(49, 0.22923664301914032)	(50, 0.23350225864820465)	(51, 0.237588169849437)	(52, 0.2421469874397009)	(53, 0.24887171629172913)	(54, 0.2560882677883502)	(55, 0.2613375287066001)	(56, 0.26570718374125135)	(57, 0.2699822574980963)	(58, 0.2736614692047616)	(59, 0.2778703360671421)	(60, 0.28214540982398706)	(61, 0.2865907298808834)	(62, 0.2910360499377797)	(63, 0.2948571335611544)	(64, 0.3010238328741255)	(65, 0.30623526128125284)
SRR27961791_2 - polya	(1, 0.03236571326531741)	(2, 0.03677320081109121)	(3, 0.03892965394507495)	(4, 0.042154875518269935)	(5, 0.04442482618562124)	(6, 0.04681773251412075)	(7, 0.04977812650945808)	(8, 0.05812965333975477)	(9, 0.06938482539870501)	(10, 0.0783889630458652)	(11, 0.08111290384668678)	(12, 0.0838557609030696)	(13, 0.08890640113792626)	(14, 0.09463802657298832)	(15, 0.1041339868647413)	(16, 0.11429201610113841)	(17, 0.11948452825270453)	(18, 0.12474324729873507)	(19, 0.12968039000022416)	(20, 0.13573359177982766)	(21, 0.14159763100381853)	(22, 0.14790620223349904)	(23, 0.15366620205190298)	(24, 0.15883979794790784)	(25, 0.1638809800549839)	(26, 0.17383093048020712)	(27, 0.17998817166539754)	(28, 0.18632511727841994)	(29, 0.19195270330789507)	(30, 0.19676689034823597)	(31, 0.20154324487745434)	(32, 0.20611152059549886)	(33, 0.21166344160272893)	(34, 0.21676137247648875)	(35, 0.22138639696121704)	(36, 0.22653161847388)	(37, 0.23080669223072497)	(38, 0.2352520122876213)	(39, 0.24011348996686535)	(40, 0.24647880996322963)	(41, 0.2513024551313512)	(42, 0.2557761495715894)	(43, 0.261006494234278)	(44, 0.2659436369357671)	(45, 0.272933193365653)	(46, 0.27868373505627636)	(47, 0.283914079718965)	(48, 0.2885485623314739)	(49, 0.2932587099662279)	(50, 0.298271517689962)	(51, 0.3033410741803799)	(52, 0.3090064927209776)	(53, 0.3168472806511202)	(54, 0.32620136902616376)	(55, 0.3419302355253522)	(56, 0.3589926980416095)	(57, 0.37921417523659745)	(58, 0.43105417360223297)	(59, 0.522627766774297)	(60, 0.5711763366722731)	(61, 0.5881442179107241)	(62, 0.5952661881295389)	(63, 0.6000141682754154)	(64, 0.605424217365936)	(65, 0.6115530841677845)
SRR27961791_2 - polyg	(1, 0.4402285575494445)	(2, 0.44229988753340255)	(3, 0.44372806482827776)	(4, 0.44456983820075385)	(5, 0.44524136527317865)	(6, 0.44586560170670025)	(7, 0.4467262913347376)	(8, 0.44904353264099206)	(9, 0.45258087243094786)	(10, 0.4556453058318721)	(11, 0.45822737471598424)	(12, 0.46072432045007067)	(13, 0.46561417251265663)	(14, 0.4679219556911305)	(15, 0.4694825467749345)	(16, 0.4709674728364935)	(17, 0.47242402451471055)	(18, 0.473795453042902)	(19, 0.47520471408221593)	(20, 0.4763491475436722)	(21, 0.4776638273051798)	(22, 0.4789312164277843)	(23, 0.4802269799337307)	(24, 0.4815605759507996)	(25, 0.4826009700066689)	(26, 0.48382106849037027)	(27, 0.4850695413574135)	(28, 0.4867152555912432)	(29, 0.48810560037499584)	(30, 0.48928786634757465)	(31, 0.490763334281353)	(32, 0.49217259532066693)	(33, 0.49371427014890973)	(34, 0.49542619127720383)	(35, 0.4970624473832529)	(36, 0.49879328476710827)	(37, 0.5004106246175961)	(38, 0.5035412649129848)	(39, 0.5053761417024271)	(40, 0.5081095406310293)	(41, 0.5120252055322103)	(42, 0.5143991956051485)	(43, 0.5170190970003832)	(44, 0.5191755501343669)	(45, 0.5210766338182736)	(46, 0.5228169293299096)	(47, 0.5247085548860357)	(48, 0.5265528898032587)	(49, 0.5282931853148947)	(50, 0.5296456975875248)	(51, 0.530894170454568)	(52, 0.53227505711054)	(53, 0.5344125939889626)	(54, 0.5368622490841458)	(55, 0.5382431357401178)	(56, 0.539879391846167)	(57, 0.5417426430189511)	(58, 0.543586977936174)	(59, 0.5452610665533457)	(60, 0.5470108201927624)	(61, 0.5489024457488884)	(62, 0.5503873718104474)	(63, 0.5522600811110122)	(64, 0.554161164794919)	(65, 0.5563459923122446)
SRR27961792_1 - polya	(1, 0.007445671654471198)	(2, 0.010202002026559093)	(3, 0.011693522790675918)	(4, 0.013960634352133496)	(5, 0.01575045926907369)	(6, 0.0171345905381741)	(7, 0.01919885527571179)	(8, 0.024926295009920402)	(9, 0.03324301479063583)	(10, 0.03972218098995932)	(11, 0.04169098839859353)	(12, 0.043814913966695894)	(13, 0.04790764694343246)	(14, 0.052215158910201856)	(15, 0.05920740825238154)	(16, 0.06693945189356316)	(17, 0.07088899887694453)	(18, 0.07425386972079208)	(19, 0.07759487623241378)	(20, 0.08192625253140905)	(21, 0.08635308615930778)	(22, 0.09132879942840151)	(23, 0.0956005148968321)	(24, 0.09903697873735727)	(25, 0.10248537474399537)	(26, 0.10968047091009495)	(27, 0.11399991504297728)	(28, 0.11843868083698895)	(29, 0.12248368514927378)	(30, 0.12636163913597753)	(31, 0.12947593449145348)	(32, 0.13264989067749408)	(33, 0.13615794751469684)	(34, 0.14008363016585235)	(35, 0.14325758635189295)	(36, 0.1459303915611903)	(37, 0.14891343308942395)	(38, 0.1520277284448999)	(39, 0.15535680279040864)	(40, 0.16032058389338943)	(41, 0.163685454737237)	(42, 0.166966800418294)	(43, 0.17014075660433461)	(44, 0.17344596661761752)	(45, 0.17894669519568038)	(46, 0.18324227499633683)	(47, 0.18727534714250874)	(48, 0.19069987881692096)	(49, 0.19393349583352623)	(50, 0.19765633166076182)	(51, 0.20080642351457656)	(52, 0.2051616641457977)	(53, 0.21062659622552177)	(54, 0.21712962675707112)	(55, 0.22179510370722855)	(56, 0.22539861787333482)	(57, 0.2289424712088764)	(58, 0.2329516790228224)	(59, 0.2366387183517192)	(60, 0.24034962201284188)	(61, 0.24444235498957845)	(62, 0.2482845124779434)	(63, 0.25212666996630834)	(64, 0.2559807596207862)	(65, 0.2610519302187834)
SRR27961792_1 - polyg	(1, 0.003472260338863972)	(2, 0.005441067747498183)	(3, 0.005810964896999156)	(4, 0.006276319375403606)	(5, 0.0072547569966642435)	(6, 0.00843604144184477)	(7, 0.009247428737524323)	(8, 0.010679288671076478)	(9, 0.012886739401969381)	(10, 0.014390192332199141)	(11, 0.01552374811292793)	(12, 0.016466389235849765)	(13, 0.017874384837176047)	(14, 0.019079533614582443)	(15, 0.020380139720892317)	(16, 0.021609152830524583)	(17, 0.022730776445140436)	(18, 0.02382853572753042)	(19, 0.024914362843807467)	(20, 0.025892800465068106)	(21, 0.026739984259086465)	(22, 0.027801947043137643)	(23, 0.028780384664398282)	(24, 0.029770754451771856)	(25, 0.030617938245790212)	(26, 0.031763426192631936)	(27, 0.032896981973360724)	(28, 0.03393508042518603)	(29, 0.035152161368705366)	(30, 0.03620219198664361)	(31, 0.03746700159461468)	(32, 0.038851132863715096)	(33, 0.04004434947500855)	(34, 0.041679056232480596)	(35, 0.0435404741460984)	(36, 0.04480528375406947)	(37, 0.04639226184708977)	(38, 0.049029270558048316)	(39, 0.050496926989939274)	(40, 0.05186912609292676)	(41, 0.053754408338770425)	(42, 0.05515047177398377)	(43, 0.057023821853714504)	(44, 0.05893296843178405)	(45, 0.06065120035204663)	(46, 0.06248875393343856)	(47, 0.06469620466433146)	(48, 0.06661728340851393)	(49, 0.06849063348824466)	(50, 0.07044750873076594)	(51, 0.07216574065102853)	(52, 0.07415841239188861)	(53, 0.07654484561447553)	(54, 0.07946822631214451)	(55, 0.08141316938855285)	(56, 0.08383539910947858)	(57, 0.0862218323320655)	(58, 0.08883497671079818)	(59, 0.09130493509617564)	(60, 0.0936317074881979)	(61, 0.09588688688354254)	(62, 0.09855969209283989)	(63, 0.1015308014549606)	(64, 0.10454963948153306)	(65, 0.10693607270411999)
SRR27961792_2 - polya	(1, 0.0108940676611093)	(2, 0.014449853162763815)	(3, 0.016156152916913465)	(4, 0.019163058777372986)	(5, 0.021131866186007195)	(6, 0.02287396243849565)	(7, 0.0252007348305179)	(8, 0.032228780671036385)	(9, 0.04093926193347865)	(10, 0.04852811958130506)	(11, 0.0507117059799721)	(12, 0.05302654620588141)	(13, 0.05723860084374733)	(14, 0.061951806458356504)	(15, 0.07013727241182964)	(16, 0.07895514316928832)	(17, 0.08363255228555869)	(18, 0.08828609706960319)	(19, 0.09202086506295172)	(20, 0.09739033981377229)	(21, 0.10265242506957646)	(22, 0.10854691512936616)	(23, 0.11347489973400815)	(24, 0.11792559769413276)	(25, 0.12240015998648324)	(26, 0.13181463904958865)	(27, 0.1365159124980849)	(28, 0.1422791487306323)	(29, 0.1470400830096932)	(30, 0.15109701948809098)	(31, 0.15549998878376387)	(32, 0.15950919659770987)	(33, 0.16418660571398025)	(34, 0.1686492358402178)	(35, 0.17249139332858274)	(36, 0.1763693473152865)	(37, 0.17982967548803752)	(38, 0.18329000366078857)	(39, 0.18721568631194405)	(40, 0.19235844990661888)	(41, 0.19679721570063055)	(42, 0.20031720470394626)	(43, 0.20463664883682858)	(44, 0.20890836430525916)	(45, 0.21482671869727474)	(46, 0.21939673831852868)	(47, 0.224086079600912)	(48, 0.22847711673047194)	(49, 0.23258178187332143)	(50, 0.2374620378135117)	(51, 0.24181727844473283)	(52, 0.24716288886332755)	(53, 0.2543221885310883)	(54, 0.26346222777359624)	(55, 0.27747059079018144)	(56, 0.2927914920791895)	(57, 0.3093175421456039)	(58, 0.3459134956139744)	(59, 0.41072902193943517)	(60, 0.44656131677657784)	(61, 0.45949578484299897)	(62, 0.4657840363845155)	(63, 0.4705211063313505)	(64, 0.4750911259526045)	(65, 0.48080663352070013)
SRR27961792_2 - polyg	(1, 0.31057041958746207)	(2, 0.31239604100274104)	(3, 0.3139949512618743)	(4, 0.3146154238997469)	(5, 0.3152478287037324)	(6, 0.3159637586705085)	(7, 0.3169302641256562)	(8, 0.31880361420538694)	(9, 0.32142869075023256)	(10, 0.3241014959595299)	(11, 0.32639247185321335)	(12, 0.3283970757601864)	(13, 0.33177387877014686)	(14, 0.33356370368708704)	(15, 0.3349001062917357)	(16, 0.33645128788641726)	(17, 0.3380979268100022)	(18, 0.3395655832418932)	(19, 0.34123608649770404)	(20, 0.3425008961056751)	(21, 0.3437657057136462)	(22, 0.34513790481663364)	(23, 0.3464862395873952)	(24, 0.3478226421920439)	(25, 0.3490277909694503)	(26, 0.35022100758074376)	(27, 0.35164093534818297)	(28, 0.3534426924312361)	(29, 0.3548029593681107)	(30, 0.356378005295018)	(31, 0.357845661726909)	(32, 0.3592178608298965)	(33, 0.3607451780923521)	(34, 0.3626423925043087)	(35, 0.36437255659068424)	(36, 0.36603112768038215)	(37, 0.3677493596006447)	(38, 0.3709471801189112)	(39, 0.37289212319531956)	(40, 0.375183099089003)	(41, 0.37891786708235153)	(42, 0.38137589330161603)	(43, 0.3836310726969607)	(44, 0.3857072696006113)	(45, 0.3874255015208739)	(46, 0.38931078376671757)	(47, 0.39092162619196374)	(48, 0.39279497627169446)	(49, 0.3945609368564088)	(50, 0.39613598278331613)	(51, 0.3974723853879648)	(52, 0.39876105932816175)	(53, 0.40038383391952087)	(54, 0.4028776566371242)	(55, 0.4043214487367893)	(56, 0.40595615549426134)	(57, 0.40800848806568607)	(58, 0.4099892276404332)	(59, 0.41167166306235703)	(60, 0.4134018271487325)	(61, 0.4151558555673339)	(62, 0.4169098839859353)	(63, 0.41923665637795754)	(64, 0.42131285328160817)	(65, 0.4234487110158235)
SRR27961793_1 - polya	(1, 0.01209639771115918)	(2, 0.015718417938359885)	(3, 0.017155727552328418)	(4, 0.020087839164824227)	(5, 0.02213456805511542)	(6, 0.0242732847607006)	(7, 0.02683744511202046)	(8, 0.033736531259069426)	(9, 0.04402766809508413)	(10, 0.05237556233301337)	(11, 0.054778744007568755)	(12, 0.0574808860818296)	(13, 0.06153984843167674)	(14, 0.06663367370358123)	(15, 0.07418817303459983)	(16, 0.08223710687282362)	(17, 0.08653753723781747)	(18, 0.09107943561795805)	(19, 0.09479344366045274)	(20, 0.0997377887325045)	(21, 0.10511907592720268)	(22, 0.11087981285998856)	(23, 0.11547920362468787)	(24, 0.11977963398968172)	(25, 0.1242755384621753)	(26, 0.131186123086136)	(27, 0.13608447425054077)	(28, 0.14140826906068021)	(29, 0.14591567201008554)	(30, 0.15037708105184389)	(31, 0.15507995810874892)	(32, 0.15931139761227228)	(33, 0.16392228685388333)	(34, 0.1686021669569649)	(35, 0.17238516586093006)	(36, 0.1763981343031302)	(37, 0.18020413016091888)	(38, 0.18365367323444337)	(39, 0.18733318584620282)	(40, 0.19322040602501792)	(41, 0.19723337446721806)	(42, 0.20151080787838843)	(43, 0.20594921996632326)	(44, 0.20983570516249417)	(45, 0.21592989792572076)	(46, 0.22109271405909572)	(47, 0.22566910786997155)	(48, 0.23009602148099462)	(49, 0.23400550363098904)	(50, 0.23808746293465968)	(51, 0.24198544660774235)	(52, 0.2469067947259706)	(53, 0.2536104067655198)	(54, 0.26111891218889144)	(55, 0.26670717196800114)	(56, 0.2712145749174064)	(57, 0.2762394093278404)	(58, 0.2802638762469523)	(59, 0.2850817380729749)	(60, 0.28926718366885124)	(61, 0.29388957138737404)	(62, 0.29852345758280857)	(63, 0.30268590622486147)	(64, 0.3069403426822083)	(65, 0.31273557504572946)
SRR27961793_1 - polyg	(1, 0.004449910564846581)	(2, 0.00684159376249022)	(3, 0.007301532838960152)	(4, 0.008083429268959033)	(5, 0.009003307421898895)	(6, 0.010452115512779176)	(7, 0.01149847691174827)	(8, 0.013338233217627993)	(9, 0.0162933417839473)	(10, 0.01782263921320982)	(11, 0.019317441211737094)	(12, 0.020777747779529124)	(13, 0.02226105130114465)	(14, 0.02365236700746619)	(15, 0.024997688806140738)	(16, 0.026699463389079484)	(17, 0.028148271479959765)	(18, 0.02944759937098732)	(19, 0.030804419646573614)	(20, 0.032126744491424664)	(21, 0.03329958913642299)	(22, 0.03470240331965628)	(23, 0.03572576776480187)	(24, 0.03691011088671194)	(25, 0.037967970762592784)	(26, 0.03932479103817908)	(27, 0.0405666265446479)	(28, 0.041877452912587196)	(29, 0.04336075643420272)	(30, 0.04471757670978902)	(31, 0.046430849769639515)	(32, 0.04792565176816679)	(33, 0.049615927874193784)	(34, 0.05113372682654456)	(35, 0.052984981609336027)	(36, 0.0548362363921275)	(37, 0.056446023159772256)	(38, 0.06006804338697296)	(39, 0.061838808831382194)	(40, 0.06357507884505618)	(41, 0.06580578336593534)	(42, 0.06769153357946206)	(43, 0.06977275790048851)	(44, 0.0717274989754857)	(45, 0.07411918217312935)	(46, 0.0763958806016555)	(47, 0.07915551506047509)	(48, 0.08152420130429523)	(49, 0.08386989059429188)	(50, 0.08592811796149483)	(51, 0.08822781334384447)	(52, 0.09083796760281133)	(53, 0.0934251249079547)	(54, 0.09723112076574338)	(55, 0.09958830853265177)	(56, 0.10226745365308912)	(57, 0.10475112466602673)	(58, 0.10812017840116898)	(59, 0.11077632656778283)	(60, 0.11386941685704312)	(61, 0.11706599343850914)	(62, 0.12009009286629893)	(63, 0.1235856298474704)	(64, 0.12695468358261264)	(65, 0.13039272817922537)
SRR27961793_2 - polya	(1, 0.01814459656673877)	(2, 0.022571510177761853)	(3, 0.024813713175552768)	(4, 0.028562216648782703)	(5, 0.031195367861573058)	(6, 0.033598549536128446)	(7, 0.036588153533182996)	(8, 0.044188646771848604)	(9, 0.05506620593036247)	(10, 0.06405801487534961)	(11, 0.06697862801093367)	(12, 0.06976125942357675)	(13, 0.07421116998842334)	(14, 0.07962695261385677)	(15, 0.08780236969810978)	(16, 0.09650671672030323)	(17, 0.10152005265382548)	(18, 0.10657938249499471)	(19, 0.11145473670557599)	(20, 0.11783639139159627)	(21, 0.12339015573997068)	(22, 0.12970281956452048)	(23, 0.13525658391289488)	(24, 0.14101732084568078)	(25, 0.14627212479434973)	(26, 0.15520644135477815)	(27, 0.16090968590300528)	(28, 0.16756730403490755)	(29, 0.1732245546754877)	(30, 0.17800792107077495)	(31, 0.18264180726620952)	(32, 0.18770113710737876)	(33, 0.19279496237928323)	(34, 0.1980957602355992)	(35, 0.2027871388155925)	(36, 0.20755900673396802)	(37, 0.21137650106866845)	(38, 0.2156769314336623)	(39, 0.22023032829071462)	(40, 0.22646250277688218)	(41, 0.23126886612599296)	(42, 0.23629370053642695)	(43, 0.24110006388553773)	(44, 0.24571095312714877)	(45, 0.2524835560281685)	(46, 0.2584167701146306)	(47, 0.26395903598609327)	(48, 0.2692943292731445)	(49, 0.2735832611612266)	(50, 0.278861062063719)	(51, 0.28410436753547624)	(52, 0.28999158771429134)	(53, 0.29784504744501544)	(54, 0.30911355481852876)	(55, 0.3393430506195149)	(56, 0.3778284528431364)	(57, 0.42416731479748193)	(58, 0.560056314940523)	(59, 0.8109530811548702)	(60, 0.9422196935793885)	(61, 0.9783824034668368)	(62, 0.9885240601029988)	(63, 0.9939398427284322)	(64, 0.9992176436309247)	(65, 1.0053578303017983)
